word,count
perhaps,he,1
he,cant,1
herself,his,1
eyes,are,1
are,so,1
VERY,nearly,1
nearly,at,1
head,But,1
But,at,1
rate,he,1
he,might,1
might,answer,1
answer,questionsHow,1
questionsHow,am,1
repeated,aloud,1
Footman,remarked,1
remarked,till,1
till,tomorrow,1
tomorrow,At,1
house,opened,1
opened,and,1
large,plate,1
plate,came,1
came,skimming,1
skimming,out,1
out,straight,1
straight,at,1
the,Footmans,1
Footmans,head,1
just,grazed,1
grazed,his,1
nose,and,1
broke,to,1
pieces,against,1
against,one,1
trees,behind,1
him,or,1
or,next,1
next,day,1
day,maybe,1
maybe,the,1
Footman,continued,1
same,tone,1
tone,exactly,1
exactly,as,1
if,nothing,1
nothing,had,1
happened,How,1
How,am,1
in,asked,1
asked,Alice,1
a,louder,1
louder,tone,1
tone,ARE,1
Footman,Thats,1
question,you,1
know,It,1
doubt,only,1
only,Alice,1
be,told,1
told,so,1
so,Its,1
Its,really,1
really,dreadful,1
dreadful,she,1
she,muttered,1
muttered,to,1
way,all,1
creatures,argue,1
argue,Its,1
Its,enough,1
to,drive,1
drive,one,1
one,crazy,1
crazy,The,1
The,Footman,1
Footman,seemed,1
think,this,1
for,repeating,1
repeating,his,1
his,remark,1
remark,with,1
with,variations,1
variations,I,1
here,he,1
said,on,1
and,off,1
off,for,1
for,days,1
days,and,1
and,days,1
days,But,1
Alice,Anything,1
Anything,you,1
began,whistling,1
whistling,Oh,1
Oh,theres,1
in,talking,1
him,said,1
Alice,desperately,1
desperately,hes,1
hes,perfectly,1
perfectly,idiotic,1
idiotic,And,1
in,The,1
The,door,1
door,led,1
led,right,1
large,kitchen,1
kitchen,which,1
was,full,1
of,smoke,1
smoke,from,1
end,to,1
a,threelegged,1
threelegged,stool,1
stool,in,1
middle,nursing,1
nursing,a,1
was,leaning,1
leaning,over,1
fire,stirring,1
stirring,a,1
large,cauldron,1
cauldron,which,1
be,full,1
soup,Theres,1
Theres,certainly,1
much,pepper,1
that,soup,1
soup,Alice,1
for,sneezing,1
sneezing,There,1
air,Even,1
Even,the,1
Duchess,sneezed,1
sneezed,occasionally,1
occasionally,and,1
as,for,1
baby,it,1
and,howling,1
howling,alternately,1
alternately,without,1
moments,pause,1
pause,The,1
The,only,1
only,things,1
things,in,1
kitchen,that,1
that,did,1
not,sneeze,1
sneeze,were,1
large,cat,1
cat,which,1
the,hearth,1
hearth,and,1
and,grinning,1
grinning,from,1
from,ear,1
ear,to,1
to,ear,1
ear,Please,1
Please,would,1
timidly,for,1
quite,sure,1
sure,whether,1
good,manners,1
manners,for,1
speak,first,1
first,why,1
why,your,1
your,cat,1
cat,grins,1
grins,like,1
that,Its,1
a,Cheshire,1
Cheshire,cat,1
cat,said,1
thats,why,1
why,Pig,1
Pig,She,1
word,with,1
such,sudden,1
sudden,violence,1
violence,that,1
quite,jumped,1
jumped,but,1
was,addressed,1
addressed,to,1
baby,and,1
and,not,1
took,courage,1
courage,and,1
that,Cheshire,1
Cheshire,cats,1
cats,always,1
always,grinned,1
grinned,in,1
that,cats,1
cats,COULD,1
COULD,grin,1
grin,They,1
all,can,1
can,said,1
most,of,1
of,em,1
em,do,1
do,I,1
any,that,1
that,do,1
politely,feeling,1
feeling,quite,1
conversation,You,1
You,dont,1
know,much,1
thats,a,1
a,fact,1
fact,Alice,1
all,like,1
the,tone,1
this,remark,1
remark,and,1
be,as,1
introduce,some,1
some,other,1
other,subject,1
conversation,While,1
was,trying,1
fix,on,1
one,the,1
cook,took,1
the,cauldron,1
cauldron,of,1
soup,off,1
fire,and,1
once,set,1
work,throwing,1
throwing,everything,1
everything,within,1
within,her,1
her,reach,1
reach,at,1
the,babythe,1
babythe,fireirons,1
fireirons,came,1
came,first,1
first,then,1
then,followed,1
followed,a,1
of,saucepans,1
saucepans,plates,1
dishes,The,1
took,no,1
no,notice,1
them,even,1
even,when,1
they,hit,1
baby,was,1
was,howling,1
howling,so,1
much,already,1
already,that,1
quite,impossible,1
say,whether,1
the,blows,1
blows,hurt,1
hurt,it,1
not,Oh,1
Oh,PLEASE,1
PLEASE,mind,1
mind,what,1
youre,doing,1
doing,cried,1
Alice,jumping,1
an,agony,1
agony,of,1
of,terror,1
terror,Oh,1
Oh,there,1
there,goes,1
goes,his,1
his,PRECIOUS,1
PRECIOUS,nose,1
nose,as,1
an,unusually,1
unusually,large,1
large,saucepan,1
saucepan,flew,1
flew,close,1
nearly,carried,1
off,If,1
If,everybody,1
everybody,minded,1
minded,their,1
hoarse,growl,1
growl,the,1
world,would,1
round,a,1
deal,faster,1
faster,than,1
than,it,1
does,Which,1
Which,would,1
would,NOT,1
NOT,be,1
an,advantage,1
advantage,said,1
get,an,1
of,showing,1
knowledge,Just,1
Just,think,1
what,work,1
work,it,1
would,make,1
make,with,1
and,night,1
night,You,1
earth,takes,1
takes,twentyfour,1
twentyfour,hours,1
hours,to,1
turn,round,1
round,on,1
on,its,1
its,axis,1
axis,Talking,1
Talking,of,1
of,axes,1
axes,said,1
Duchess,chop,1
chop,off,1
head,Alice,1
Alice,glanced,1
glanced,rather,1
rather,anxiously,1
cook,to,1
she,meant,1
meant,to,1
the,hint,1
hint,but,1
was,busily,1
busily,stirring,1
stirring,the,1
the,soup,1
soup,and,1
seemed,not,1
be,listening,1
again,Twentyfour,1
Twentyfour,hours,1
hours,I,1
THINK,or,1
or,is,1
it,twelve,1
twelve,I,1
I,Oh,1
dont,bother,1
bother,ME,1
never,could,1
could,abide,1
abide,figures,1
figures,And,1
And,with,1
with,that,1
began,nursing,1
nursing,her,1
her,child,1
child,again,1
again,singing,1
singing,a,1
of,lullaby,1
lullaby,to,1
and,giving,1
violent,shake,1
shake,at,1
of,every,1
every,line,1
line,Speak,1
Speak,roughly,1
roughly,to,1
your,little,1
little,boy,1
boy,And,1
And,beat,1
sneezes,He,1
He,only,1
only,does,1
to,annoy,1
annoy,Because,1
Because,he,1
he,knows,1
knows,it,1
it,teases,1
teases,CHORUS,1
CHORUS,In,1
In,which,1
baby,joined,1
joined,Wow,1
wow,While,1
Duchess,sang,1
sang,the,1
second,verse,1
verse,of,1
song,she,1
kept,tossing,1
tossing,the,1
baby,violently,1
violently,up,1
thing,howled,1
howled,so,1
could,hardly,1
hardly,hear,1
words,I,1
I,speak,1
speak,severely,1
severely,to,1
my,boy,1
boy,I,1
I,beat,1
sneezes,For,1
For,he,1
can,thoroughly,1
thoroughly,enjoy,1
enjoy,The,1
The,pepper,1
pepper,when,1
he,pleases,1
pleases,CHORUS,1
CHORUS,Wow,1
wow,Here,1
Here,you,1
may,nurse,1
nurse,it,1
bit,if,1
Alice,flinging,1
flinging,the,1
baby,at,1
spoke,I,1
she,hurried,1
hurried,out,1
room,The,1
The,cook,1
cook,threw,1
threw,a,1
a,fryingpan,1
fryingpan,after,1
went,out,1
out,but,1
just,missed,1
missed,her,1
her,Alice,1
Alice,caught,1
baby,with,1
some,difficulty,1
difficulty,as,1
a,queershaped,1
queershaped,little,1
creature,and,1
held,out,1
and,legs,1
legs,in,1
directions,just,1
just,like,1
a,starfish,1
starfish,thought,1
was,snorting,1
snorting,like,1
a,steamengine,1
steamengine,when,1
she,caught,1
caught,it,1
and,kept,1
kept,doubling,1
doubling,itself,1
and,straightening,1
straightening,itself,1
itself,out,1
that,altogether,1
altogether,for,1
first,minute,1
two,it,1
to,hold,1
it,As,1
the,proper,1
of,nursing,1
nursing,it,1
to,twist,1
twist,it,1
of,knot,1
knot,and,1
then,keep,1
keep,tight,1
tight,hold,1
right,ear,1
left,foot,1
foot,so,1
so,as,1
prevent,its,1
its,undoing,1
undoing,itself,1
itself,she,1
she,carried,1
out,into,1
the,open,1
open,air,1
air,IF,1
IF,I,1
dont,take,1
this,child,1
child,away,1
away,with,1
me,thought,1
Alice,theyre,1
theyre,sure,1
to,kill,1
kill,it,1
day,or,1
two,wouldnt,1
wouldnt,it,1
be,murder,1
murder,to,1
leave,it,1
it,behind,1
behind,She,1
last,words,1
words,out,1
loud,and,1
thing,grunted,1
grunted,in,1
reply,it,1
off,sneezing,1
sneezing,by,1
time,Dont,1
Dont,grunt,1
grunt,said,1
Alice,thats,1
a,proper,1
of,expressing,1
expressing,yourself,1
yourself,The,1
The,baby,1
baby,grunted,1
very,anxiously,1
face,to,1
matter,with,1
There,could,1
doubt,that,1
VERY,turnup,1
turnup,nose,1
nose,much,1
much,more,1
more,like,1
a,snout,1
snout,than,1
real,nose,1
nose,also,1
also,its,1
getting,extremely,1
extremely,small,1
small,for,1
baby,altogether,1
altogether,Alice,1
thing,at,1
all,But,1
only,sobbing,1
sobbing,she,1
looked,into,1
eyes,again,1
were,any,1
any,tears,1
tears,No,1
No,there,1
no,tears,1
tears,If,1
If,youre,1
youre,going,1
pig,my,1
Alice,seriously,1
seriously,Ill,1
have,nothing,1
you,Mind,1
Mind,now,1
now,The,1
thing,sobbed,1
sobbed,again,1
again,or,1
or,grunted,1
grunted,it,1
was,impossible,1
say,which,1
which,and,1
some,while,1
while,in,1
think,to,1
Now,what,1
this,creature,1
creature,when,1
get,it,1
it,home,1
home,when,1
it,grunted,1
so,violently,1
violently,that,1
some,alarm,1
alarm,This,1
there,could,1
be,NO,1
NO,mistake,1
mistake,about,1
was,neither,1
neither,more,1
more,nor,1
nor,less,1
pig,and,1
quite,absurd,1
absurd,for,1
carry,it,1
it,further,1
further,So,1
set,the,1
creature,down,1
and,felt,1
quite,relieved,1
relieved,to,1
it,trot,1
trot,away,1
away,quietly,1
quietly,into,1
wood,If,1
If,it,1
up,she,1
herself,it,1
have,made,1
a,dreadfully,1
dreadfully,ugly,1
ugly,child,1
makes,rather,1
a,handsome,1
handsome,pig,1
pig,I,1
over,other,1
other,children,1
knew,who,1
who,might,1
do,very,1
pigs,and,1
just,saying,1
herself,if,1
if,one,1
one,only,1
change,them,1
them,when,1
startled,by,1
by,seeing,1
seeing,the,1
Cat,sitting,1
a,bough,1
bough,of,1
tree,a,1
few,yards,1
yards,off,1
off,The,1
Cat,only,1
grinned,when,1
It,looked,1
looked,goodnatured,1
goodnatured,she,1
thought,still,1
had,VERY,1
VERY,long,1
long,claws,1
claws,and,1
many,teeth,1
teeth,so,1
be,treated,1
treated,with,1
with,respect,1
respect,Cheshire,1
Cheshire,Puss,1
Puss,she,1
began,rather,1
timidly,as,1
all,know,1
know,whether,1
would,like,1
name,however,1
it,only,1
grinned,a,1
little,wider,1
wider,Come,1
Come,its,1
pleased,so,1
far,thought,1
on,Would,1
me,please,1
please,which,1
go,from,1
from,here,1
here,That,1
That,depends,1
depends,a,1
deal,on,1
on,where,1
dont,much,1
much,care,1
care,where,1
where,said,1
Cat,so,1
get,SOMEWHERE,1
SOMEWHERE,Alice,1
Alice,added,1
explanation,Oh,1
Oh,youre,1
youre,sure,1
Cat,if,1
only,walk,1
walk,long,1
long,enough,1
enough,Alice,1
that,this,1
this,could,1
be,denied,1
denied,so,1
tried,another,1
another,question,1
question,What,1
of,people,1
people,live,1
live,about,1
here,In,1
In,THAT,1
direction,the,1
said,waving,1
right,paw,1
paw,round,1
round,lives,1
a,Hatter,1
in,THAT,1
direction,waving,1
waving,the,1
other,paw,1
paw,lives,1
a,March,1
Hare,Visit,1
Visit,either,1
like,theyre,1
theyre,both,1
both,mad,1
mad,But,1
go,among,1
among,mad,1
mad,people,1
people,Alice,1
remarked,Oh,1
help,that,1
Cat,were,1
all,mad,1
mad,here,1
here,Im,1
mad,Youre,1
Youre,mad,1
mad,How,1
know,Im,1
mad,said,1
Cat,or,1
or,you,1
wouldnt,have,1
come,here,1
Alice,didnt,1
didnt,think,1
that,proved,1
proved,it,1
all,however,1
how,do,1
that,youre,1
youre,mad,1
mad,To,1
To,begin,1
Cat,a,1
a,dogs,1
dogs,not,1
not,mad,1
mad,You,1
You,grant,1
grant,that,1
suppose,so,1
Cat,went,1
a,dog,1
dog,growls,1
growls,when,1
its,angry,1
angry,and,1
and,wags,1
wags,its,1
pleased,Now,1
I,growl,1
growl,when,1
Im,pleased,1
pleased,and,1
and,wag,1
wag,my,1
Im,angry,1
angry,Therefore,1
Therefore,Im,1
mad,I,1
I,call,1
it,purring,1
purring,not,1
not,growling,1
growling,said,1
Alice,Call,1
Call,it,1
it,what,1
Cat,Do,1
Queen,today,1
havent,been,1
been,invited,1
invited,yet,1
yet,Youll,1
Youll,see,1
see,me,1
me,there,1
there,said,1
vanished,Alice,1
so,used,1
to,queer,1
queer,things,1
things,happening,1
happening,While,1
where,it,1
been,it,1
it,suddenly,1
suddenly,appeared,1
appeared,again,1
again,Bythebye,1
Bythebye,what,1
what,became,1
became,of,1
baby,said,1
Cat,Id,1
forgotten,to,1
ask,It,1
It,turned,1
turned,into,1
pig,Alice,1
Alice,quietly,1
quietly,said,1
said,just,1
would,said,1
vanished,again,1
waited,a,1
little,half,1
half,expecting,1
expecting,to,1
it,did,1
not,appear,1
appear,and,1
walked,on,1
direction,in,1
Hare,was,1
to,live,1
live,Ive,1
seen,hatters,1
hatters,before,1
Hare,will,1
be,much,1
most,interesting,1
interesting,and,1
perhaps,as,1
this,is,1
is,May,1
it,wont,1
wont,be,1
raving,madat,1
madat,least,1
least,not,1
not,so,1
so,mad,1
mad,as,1
in,March,1
March,As,1
Cat,again,1
again,sitting,1
a,branch,1
branch,of,1
tree,Did,1
say,pig,1
pig,or,1
or,fig,1
fig,said,1
said,pig,1
pig,replied,1
replied,Alice,1
wouldnt,keep,1
keep,appearing,1
appearing,and,1
and,vanishing,1
vanishing,so,1
suddenly,you,1
you,make,1
one,quite,1
quite,giddy,1
giddy,All,1
it,vanished,1
vanished,quite,1
quite,slowly,1
slowly,beginning,1
beginning,with,1
the,tail,1
tail,and,1
and,ending,1
ending,with,1
the,grin,1
grin,which,1
which,remained,1
remained,some,1
time,after,1
gone,Well,1
cat,without,1
grin,thought,1
grin,without,1
cat,Its,1
most,curious,1
life,She,1
gone,much,1
much,farther,1
farther,before,1
sight,of,1
house,of,1
Hare,she,1
right,house,1
house,because,1
the,chimneys,1
chimneys,were,1
were,shaped,1
like,ears,1
roof,was,1
was,thatched,1
thatched,with,1
with,fur,1
fur,It,1
large,a,1
a,house,1
house,that,1
go,nearer,1
nearer,till,1
had,nibbled,1
nibbled,some,1
and,raised,1
raised,herself,1
to,about,1
high,even,1
even,then,1
walked,up,1
up,towards,1
towards,it,1
it,rather,1
timidly,saying,1
herself,Suppose,1
Suppose,it,1
it,should,1
raving,mad,1
mad,after,1
wish,Id,1
Id,gone,1
gone,to,1
Hatter,instead,1
instead,CHAPTER,1
CHAPTER,VII,1
VII,A,1
A,Mad,1
Mad,TeaParty,1
TeaParty,There,1
table,set,1
set,out,1
out,under,1
under,a,1
Hatter,were,1
were,having,1
having,tea,1
tea,at,1
a,Dormouse,1
Dormouse,was,1
sitting,between,1
between,them,1
them,fast,1
asleep,and,1
other,two,1
two,were,1
were,using,1
using,it,1
a,cushion,1
cushion,resting,1
resting,their,1
their,elbows,1
elbows,on,1
and,talking,1
talking,over,1
over,its,1
head,Very,1
Very,uncomfortable,1
uncomfortable,for,1
Dormouse,thought,1
Alice,only,1
only,as,1
its,asleep,1
asleep,I,1
doesnt,mind,1
mind,The,1
The,table,1
table,was,1
large,one,1
three,were,1
crowded,together,1
together,at,1
one,corner,1
corner,of,1
it,No,1
room,No,1
room,they,1
they,cried,1
out,when,1
Alice,coming,1
coming,Theres,1
Theres,PLENTY,1
PLENTY,of,1
of,room,1
room,said,1
indignantly,and,1
large,armchair,1
armchair,at,1
table,Have,1
Have,some,1
some,wine,1
wine,the,1
encouraging,tone,1
tone,Alice,1
but,tea,1
tea,I,1
see,any,1
any,wine,1
wine,she,1
remarked,There,1
There,isnt,1
isnt,any,1
any,said,1
Hare,Then,1
to,offer,1
offer,it,1
Alice,angrily,1
angrily,It,1
It,wasnt,1
to,sit,1
down,without,1
being,invited,1
invited,said,1
Hare,I,1
was,YOUR,1
YOUR,table,1
table,said,1
its,laid,1
laid,for,1
many,more,1
than,three,1
three,Your,1
Your,hair,1
hair,wants,1
wants,cutting,1
cutting,said,1
He,had,1
curiosity,and,1
was,his,1
first,speech,1
speech,You,1
You,should,1
should,learn,1
learn,not,1
make,personal,1
remarks,Alice,1
some,severity,1
severity,its,1
very,rude,1
rude,The,1
Hatter,opened,1
eyes,very,1
very,wide,1
wide,on,1
on,hearing,1
hearing,this,1
but,all,1
he,SAID,1
SAID,was,1
was,Why,1
Why,is,1
a,raven,1
raven,like,1
a,writingdesk,1
writingdesk,Come,1
Come,we,1
have,some,1
some,fun,1
fun,now,1
glad,theyve,1
theyve,begun,1
begun,asking,1
asking,riddlesI,1
riddlesI,believe,1
believe,I,1
can,guess,1
guess,that,1
added,aloud,1
aloud,Do,1
mean,that,1
find,out,1
Hare,Exactly,1
you,should,1
say,what,1
mean,the,1
replied,at,1
at,leastat,1
leastat,least,1
I,saythats,1
saythats,the,1
thing,you,1
Not,the,1
say,that,1
eat,is,1
eat,what,1
see,You,1
Hare,that,1
like,what,1
get,is,1
get,what,1
like,You,1
be,talking,1
his,sleep,1
sleep,that,1
breathe,when,1
sleep,is,1
sleep,when,1
breathe,It,1
thing,with,1
and,here,1
conversation,dropped,1
dropped,and,1
party,sat,1
minute,while,1
while,Alice,1
thought,over,1
remember,about,1
about,ravens,1
ravens,and,1
and,writingdesks,1
writingdesks,which,1
which,wasnt,1
wasnt,much,1
much,The,1
to,break,1
break,the,1
the,silence,1
silence,What,1
What,day,1
month,is,1
Alice,he,1
taken,his,1
his,watch,1
watch,out,1
his,pocket,1
it,uneasily,1
uneasily,shaking,1
shaking,it,1
it,every,1
then,and,1
and,holding,1
holding,it,1
his,ear,1
ear,Alice,1
Alice,considered,1
The,fourth,1
fourth,Two,1
Two,days,1
days,wrong,1
wrong,sighed,1
I,told,1
you,butter,1
butter,wouldnt,1
wouldnt,suit,1
suit,the,1
works,he,1
added,looking,1
looking,angrily,1
angrily,at,1
Hare,It,1
butter,the,1
Hare,meekly,1
meekly,replied,1
replied,Yes,1
but,some,1
some,crumbs,1
crumbs,must,1
in,as,1
well,the,1
Hatter,grumbled,1
grumbled,you,1
shouldnt,have,1
have,put,1
the,breadknife,1
breadknife,The,1
The,March,1
Hare,took,1
the,watch,1
watch,and,1
it,gloomily,1
gloomily,then,1
then,he,1
he,dipped,1
dipped,it,1
his,cup,1
cup,of,1
of,tea,1
nothing,better,1
better,to,1
say,than,1
than,his,1
first,remark,1
remark,It,1
butter,you,1
shoulder,with,1
some,curiosity,1
curiosity,What,1
a,funny,1
funny,watch,1
watch,she,1
remarked,It,1
It,tells,1
tells,the,1
month,and,1
and,doesnt,1
doesnt,tell,1
tell,what,1
what,oclock,1
oclock,it,1
is,Why,1
Why,should,1
should,it,1
it,muttered,1
muttered,the,1
Hatter,Does,1
Does,YOUR,1
YOUR,watch,1
watch,tell,1
you,what,1
what,year,1
year,it,1
is,Of,1
very,readily,1
readily,but,1
but,thats,1
thats,because,1
because,it,1
it,stays,1
stays,the,1
same,year,1
year,for,1
time,together,1
together,Which,1
Which,is,1
is,just,1
just,the,1
the,case,1
with,MINE,1
MINE,said,1
Hatter,Alice,1
felt,dreadfully,1
puzzled,The,1
The,Hatters,1
Hatters,remark,1
remark,seemed,1
and,yet,1
yet,it,1
certainly,English,1
English,I,1
dont,quite,1
quite,understand,1
understand,you,1
as,politely,1
politely,as,1
Dormouse,is,1
is,asleep,1
he,poured,1
poured,a,1
little,hot,1
hot,tea,1
tea,upon,1
its,nose,1
nose,The,1
without,opening,1
opening,its,1
eyes,Of,1
course,of,1
course,just,1
just,what,1
remark,myself,1
myself,Have,1
you,guessed,1
guessed,the,1
the,riddle,1
riddle,yet,1
again,No,1
replied,whats,1
whats,the,1
answer,I,1
the,slightest,1
slightest,idea,1
idea,said,1
Hatter,Nor,1
Nor,I,1
Alice,sighed,1
sighed,wearily,1
wearily,I,1
do,something,1
something,better,1
better,with,1
said,than,1
than,waste,1
waste,it,1
in,asking,1
asking,riddles,1
riddles,that,1
that,have,1
no,answers,1
answers,If,1
you,knew,1
knew,Time,1
Time,as,1
Hatter,you,1
wouldnt,talk,1
about,wasting,1
wasting,IT,1
IT,Its,1
Its,HIM,1
HIM,I,1
mean,said,1
dont,the,1
said,tossing,1
tossing,his,1
head,contemptuously,1
contemptuously,I,1
say,you,1
even,spoke,1
spoke,to,1
Time,Perhaps,1
Perhaps,not,1
replied,but,1
beat,time,1
I,learn,1
learn,music,1
music,Ah,1
Ah,that,1
that,accounts,1
accounts,for,1
He,wont,1
wont,stand,1
stand,beating,1
beating,Now,1
Now,if,1
only,kept,1
on,good,1
good,terms,1
terms,with,1
with,him,1
him,hed,1
hed,do,1
do,almost,1
almost,anything,1
anything,you,1
liked,with,1
clock,For,1
instance,suppose,1
were,nine,1
nine,oclock,1
oclock,in,1
the,morning,1
morning,just,1
just,time,1
begin,lessons,1
lessons,youd,1
youd,only,1
only,have,1
to,whisper,1
whisper,a,1
a,hint,1
hint,to,1
Time,and,1
round,goes,1
goes,the,1
clock,in,1
a,twinkling,1
twinkling,Halfpast,1
Halfpast,one,1
one,time,1
time,for,1
for,dinner,1
dinner,I,1
wish,it,1
itself,in,1
whisper,That,1
That,would,1
be,grand,1
grand,certainly,1
Alice,thoughtfully,1
thoughtfully,but,1
but,thenI,1
thenI,shouldnt,1
shouldnt,be,1
hungry,for,1
first,perhaps,1
perhaps,said,1
Hatter,but,1
could,keep,1
keep,it,1
to,halfpast,1
halfpast,one,1
one,as,1
liked,Is,1
way,YOU,1
YOU,manage,1
manage,Alice,1
asked,The,1
Hatter,shook,1
head,mournfully,1
mournfully,Not,1
I,he,1
he,replied,1
replied,We,1
We,quarrelled,1
quarrelled,last,1
last,Marchjust,1
Marchjust,before,1
before,HE,1
HE,went,1
went,mad,1
mad,you,1
know,pointing,1
pointing,with,1
his,tea,1
tea,spoon,1
spoon,at,1
Hare,it,1
great,concert,1
concert,given,1
given,by,1
Hearts,and,1
sing,Twinkle,1
twinkle,little,1
little,bat,1
bat,How,1
How,I,1
youre,at,1
at,You,1
song,perhaps,1
perhaps,Ive,1
Ive,heard,1
It,goes,1
Hatter,continued,1
way,Up,1
Up,above,1
above,the,1
world,you,1
you,fly,1
fly,Like,1
Like,a,1
a,teatray,1
teatray,in,1
sky,Twinkle,1
twinkle,Here,1
began,singing,1
singing,in,1
its,sleep,1
sleep,Twinkle,1
twinkle,and,1
on,so,1
long,that,1
to,pinch,1
pinch,it,1
make,it,1
it,stop,1
stop,Well,1
Well,Id,1
Id,hardly,1
hardly,finished,1
first,verse,1
verse,said,1
Hatter,when,1
Queen,jumped,1
and,bawled,1
bawled,out,1
out,Hes,1
Hes,murdering,1
murdering,the,1
time,Off,1
head,How,1
How,dreadfully,1
dreadfully,savage,1
savage,exclaimed,1
And,ever,1
ever,since,1
since,that,1
a,mournful,1
mournful,tone,1
tone,he,1
he,wont,1
wont,do,1
do,a,1
I,ask,1
ask,Its,1
Its,always,1
always,six,1
six,oclock,1
oclock,now,1
now,A,1
A,bright,1
Alices,head,1
head,Is,1
reason,so,1
many,teathings,1
teathings,are,1
are,put,1
put,out,1
here,she,1
asked,Yes,1
Yes,thats,1
thats,it,1
sigh,its,1
always,teatime,1
teatime,and,1
and,weve,1
weve,no,1
to,wash,1
wash,the,1
things,between,1
between,whiles,1
whiles,Then,1
you,keep,1
keep,moving,1
moving,round,1
round,I,1
suppose,said,1
Alice,Exactly,1
Hatter,as,1
things,get,1
used,up,1
up,But,1
what,happens,1
beginning,again,1
ask,Suppose,1
Suppose,we,1
we,change,1
subject,the,1
interrupted,yawning,1
yawning,Im,1
Im,getting,1
getting,tired,1
I,vote,1
vote,the,1
lady,tells,1
tells,us,1
story,Im,1
know,one,1
rather,alarmed,1
alarmed,at,1
the,proposal,1
proposal,Then,1
Dormouse,shall,1
shall,they,1
both,cried,1
cried,Wake,1
up,Dormouse,1
Dormouse,And,1
And,they,1
they,pinched,1
pinched,it,1
it,on,1
sides,at,1
once,The,1
Dormouse,slowly,1
slowly,opened,1
eyes,I,1
I,wasnt,1
wasnt,asleep,1
asleep,he,1
hoarse,feeble,1
feeble,voice,1
heard,every,1
every,word,1
word,you,1
you,fellows,1
fellows,were,1
saying,Tell,1
story,said,1
Hare,Yes,1
do,pleaded,1
pleaded,Alice,1
And,be,1
be,quick,1
quick,about,1
it,added,1
Hatter,or,1
or,youll,1
be,asleep,1
again,before,1
before,its,1
done,Once,1
Once,upon,1
sisters,the,1
Dormouse,began,1
hurry,and,1
names,were,1
were,Elsie,1
Elsie,Lacie,1
Lacie,and,1
and,Tillie,1
Tillie,and,1
they,lived,1
lived,at,1
well,What,1
live,on,1
who,always,1
always,took,1
great,interest,1
interest,in,1
in,questions,1
questions,of,1
of,eating,1
eating,and,1
and,drinking,1
drinking,They,1
They,lived,1
lived,on,1
on,treacle,1
treacle,said,1
Dormouse,after,1
after,thinking,1
thinking,a,1
two,They,1
They,couldnt,1
Alice,gently,1
gently,remarked,1
remarked,theyd,1
theyd,have,1
been,ill,1
ill,So,1
Dormouse,VERY,1
VERY,ill,1
ill,Alice,1
Alice,tried,1
herself,what,1
what,such,1
such,an,1
an,extraordinary,1
extraordinary,ways,1
ways,of,1
of,living,1
living,would,1
like,but,1
her,too,1
much,so,1
on,But,1
But,why,1
why,did,1
well,Take,1
Take,some,1
more,tea,1
earnestly,Ive,1
nothing,yet,1
yet,Alice,1
tone,so,1
take,more,1
You,mean,1
mean,you,1
take,LESS,1
LESS,said,1
Hatter,its,1
take,MORE,1
MORE,than,1
than,nothing,1
nothing,Nobody,1
Nobody,asked,1
asked,YOUR,1
YOUR,opinion,1
opinion,said,1
Alice,Whos,1
Whos,making,1
making,personal,1
remarks,now,1
Hatter,asked,1
asked,triumphantly,1
triumphantly,Alice,1
quite,know,1
she,helped,1
helped,herself,1
to,some,1
some,tea,1
then,turned,1
Dormouse,and,1
and,repeated,1
repeated,her,1
her,question,1
question,Why,1
again,took,1
two,to,1
a,treaclewell,1
treaclewell,Theres,1
no,such,1
such,thing,1
beginning,very,1
angrily,but,1
went,Sh,1
Sh,sh,1
sh,and,1
Dormouse,sulkily,1
sulkily,remarked,1
remarked,If,1
be,civil,1
civil,youd,1
better,finish,1
finish,the,1
the,story,1
story,for,1
for,yourself,1
yourself,No,1
No,please,1
please,go,1
humbly,I,1
wont,interrupt,1
interrupt,again,1
say,there,1
there,may,1
be,ONE,1
ONE,One,1
One,indeed,1
Dormouse,indignantly,1
indignantly,However,1
However,he,1
he,consented,1
consented,to,1
so,these,1
little,sistersthey,1
sistersthey,were,1
draw,you,1
know,What,1
draw,said,1
forgetting,her,1
her,promise,1
promise,Treacle,1
Dormouse,without,1
without,considering,1
considering,at,1
time,I,1
want,a,1
a,clean,1
clean,cup,1
cup,interrupted,1
Hatter,lets,1
lets,all,1
all,move,1
move,one,1
one,place,1
place,on,1
on,He,1
He,moved,1
Dormouse,followed,1
Hare,moved,1
moved,into,1
the,Dormouses,1
Dormouses,place,1
place,and,1
rather,unwillingly,1
unwillingly,took,1
Hare,The,1
who,got,1
got,any,1
any,advantage,1
advantage,from,1
the,change,1
change,and,1
deal,worse,1
worse,off,1
off,than,1
than,before,1
before,as,1
Hare,had,1
just,upset,1
the,milkjug,1
milkjug,into,1
his,plate,1
plate,Alice,1
not,wish,1
to,offend,1
offend,the,1
began,very,1
very,cautiously,1
cautiously,But,1
dont,understand,1
understand,Where,1
Where,did,1
the,treacle,1
treacle,from,1
from,You,1
can,draw,1
draw,water,1
water,out,1
a,waterwell,1
waterwell,said,1
Hatter,so,1
could,draw,1
draw,treacle,1
treacle,out,1
a,treaclewelleh,1
treaclewelleh,stupid,1
stupid,But,1
were,IN,1
IN,the,1
well,Alice,1
not,choosing,1
